rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,roast_level,price_category
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
91.0,9.0,7.0,8.0,8.0,9.0,9.0,Medium,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Light,High Price
91.0,9.0,8.0,8.0,8.0,8.0,9.0,Medium,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium-Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,8.0,9.0,9.0,9.0,9.0,0.0,Light,High Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
96.0,9.0,9.0,9.0,9.0,10.0,0.0,Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
96.0,9.0,9.0,9.0,9.0,10.0,9.0,Medium,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
91.0,8.0,8.0,8.0,9.0,8.0,0.0,Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Low Price
91.0,9.0,8.0,8.0,8.0,8.0,9.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,High Price
96.0,9.0,9.0,9.0,9.0,10.0,0.0,Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,9.0,8.0,8.0,9.0,8.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
94.0,8.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
91.0,9.0,7.0,8.0,8.0,9.0,9.0,Medium-Dark,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Light,High Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,8.0,9.0,9.0,9.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,9.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
96.0,9.0,9.0,9.0,9.0,9.0,10.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Light,Medium Price
96.0,9.0,9.0,9.0,9.0,10.0,0.0,Medium-Light,High Price
80.0,6.0,5.0,6.0,7.0,6.0,0.0,Not Disclosed,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium-Light,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Light,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
88.0,7.0,7.0,8.0,8.0,8.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Light,Low Price
90.0,8.0,7.0,9.0,8.0,8.0,0.0,Medium-Light,Low Price
91.0,8.0,7.0,9.0,9.0,8.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
93.0,9.0,8.0,8.0,9.0,9.0,9.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
90.0,7.0,7.0,9.0,8.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium-Light,Low Price
90.0,9.0,8.0,8.0,8.0,8.0,8.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,High Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
88.0,7.0,7.0,8.0,8.0,8.0,0.0,Medium,Low Price
90.0,8.0,7.0,9.0,8.0,8.0,0.0,Medium,Low Price
91.0,8.0,7.0,9.0,8.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
90.0,9.0,8.0,8.0,8.0,8.0,8.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
85.0,9.0,7.0,7.0,7.0,7.0,7.0,Medium-Dark,Low Price
83.0,9.0,6.0,7.0,6.0,7.0,7.0,Medium-Dark,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium,High Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,High Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium,High Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
96.0,9.0,9.0,9.0,9.0,10.0,0.0,Medium-Light,Medium Price
94.0,8.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
92.0,8.0,7.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium,Low Price
91.0,8.0,8.0,8.0,9.0,8.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,High Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,High Price
87.0,7.0,7.0,7.0,8.0,8.0,0.0,Dark,Low Price
87.0,7.0,7.0,8.0,7.0,8.0,0.0,Medium-Dark,Low Price
88.0,7.0,7.0,8.0,8.0,8.0,0.0,Medium,Low Price
89.0,7.0,7.0,8.0,8.0,9.0,0.0,Medium-Dark,Low Price
89.0,7.0,7.0,8.0,8.0,9.0,0.0,Medium,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium-Light,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium,Low Price
90.0,7.0,7.0,8.0,9.0,9.0,0.0,Medium-Dark,Low Price
90.0,8.0,7.0,8.0,8.0,9.0,0.0,Medium,Low Price
91.0,8.0,7.0,8.0,9.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,9.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium,Medium Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Medium Price
92.0,9.0,8.0,8.0,8.0,9.0,9.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
90.0,9.0,8.0,8.0,8.0,8.0,8.0,Medium,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium-Light,Medium Price
91.0,8.0,8.0,8.0,9.0,8.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
90.0,9.0,8.0,8.0,8.0,8.0,8.0,Medium-Dark,Low Price
88.0,7.0,7.0,8.0,8.0,8.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,9.0,8.0,8.0,8.0,9.0,9.0,Medium-Dark,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,9.0,Medium,Low Price
92.0,9.0,8.0,9.0,8.0,9.0,8.0,Medium-Dark,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Medium Price
90.0,9.0,8.0,8.0,8.0,8.0,8.0,Medium-Light,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
88.0,9.0,7.0,7.0,8.0,8.0,8.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
96.0,9.0,8.0,10.0,9.0,10.0,0.0,Light,Medium Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,High Price
90.0,8.0,8.0,8.0,8.0,8.0,0.0,Medium-Light,Low Price
91.0,8.0,7.0,9.0,8.0,9.0,0.0,Light,Low Price
92.0,8.0,7.0,9.0,9.0,8.0,0.0,Medium,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
91.0,8.0,7.0,9.0,9.0,8.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,8.0,9.0,9.0,10.0,0.0,Medium-Light,Low Price
96.0,9.0,9.0,9.0,9.0,10.0,0.0,Medium-Light,Low Price
96.0,9.0,9.0,9.0,9.0,10.0,0.0,Medium,Low Price
91.0,8.0,8.0,8.0,8.0,9.0,0.0,Medium,Medium Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Light,Low Price
91.0,9.0,7.0,9.0,8.0,8.0,9.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,9.0,9.0,8.0,9.0,0.0,Light,Low Price
92.0,8.0,8.0,8.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,10.0,0.0,Medium-Light,Medium Price
85.0,7.0,7.0,7.0,7.0,7.0,0.0,Medium,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Medium Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
94.0,9.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Medium Price
93.0,9.0,8.0,9.0,8.0,9.0,0.0,Medium-Light,Low Price
92.0,8.0,8.0,9.0,8.0,9.0,0.0,Medium,Medium Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
94.0,9.0,9.0,9.0,8.0,9.0,9.0,Not Disclosed,High Price
93.0,8.0,8.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
95.0,9.0,9.0,9.0,9.0,9.0,0.0,Medium-Light,Low Price
96.0,9.0,9.0,9.0,9.0,9.0,10.0,Medium-Light,Low Price
